"cid","name","address","city","state","zip","latitude","longitude"
14,"ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 EAST LAKE MEAD PARKWAY","HENDERSON","NV",89015,"36.03866201400010","-114.9849073200000"
6,"GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","DAVENPORT","IA",52803,"41.54216796700010","-90.5572574010000"
12,"LUCAS COUNTY HEALTH CENTER","1200 NORTH 7TH STREET","CHARITON","IA",50049,"41.02767377000000","-93.3017061529999"
6,"NORTHEASTERN CENTER","1850 WESLEY RD","AUBURN","IN",46706,"41.37095605100010","-85.0299538510000"
6,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"41.24834381500010","-85.8288442419999"
6,"VALLE VISTA HEALTH SYSTEM","898 E MAIN ST","GREENWOOD","IN",46143,"39.61567787400000","-86.0864136380000"
14,"MOUNTAINVIEW HOSPITAL","3100 N TENAYA WAY","LAS VEGAS","NV",89128,"36.21585229400010","-115.2491070000000"
19,"ACUTE CARE SPECIALTY HOSPITAL - AULTMAN","2000 SIXTH STREET","CANTON","OH",44710,"40.79624823400010","-81.4040295910000"
6,"COMMUNITY HEART AND VASCULAR HOSPITAL","8075 N SHADELAND AVE","INDIANAPOLIS","IN",46250,"39.90182883600000","-86.0446818390000"
18,"BENNETT COUNTY HEALTH CENTER","102 MAJOR ALLEN STREET","MARTIN","SD",57551,"43.16975367000000","-101.7307254310000"
12,"PLATTE HEALTH CENTER","601 EAST 7TH STREET","PLATTE","SD",57369,"43.38464767700000","-98.8361564419999"
6,"MADISON STATE HOSPITAL","711 GREEN RD","MADISON","IN",47250,"38.74606151400010","-85.4019929210000"
13,"NORWALK HOSPITAL","34 MAPLE ST","NORWALK","CT",6856,"41.11159664800000","-73.4226236250000"
13,"SHARON HOSPITAL","50 HOSPITAL HILL ROAD, PO BOX 789","SHARON","CT",6069,"41.88054263000000","-73.4817383289999"
12,"AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC","300 WEST 5TH STREET","MILLER","SD",57362,"44.52005412000010","-98.9922821880000"
17,"BHC WEST HILLS HOSPITAL","1240 EAST NINTH STREET","RENO","NV",89512,"39.53787139000010","-119.7974029350000"
19,"EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","MOUNT PLEASANT","PA",15666,"40.14516000100010","-79.5492959990000"
17,"NORTHERN NEVADA MEDICAL CENTER","2375 EAST PRATER WAY","SPARKS","NV",89434,"39.54106749800010","-119.6973964590000"
12,"SLEEPY EYE MEDICAL CENTER","400 - 4TH AVE NW","SLEEPY EYE","MN",56085,"44.29951091000000","-94.7286044259999"
19,"LIFECARE BEHAVIORAL HEALTH HOSPITAL","225 PENN AVENUE","PITTSBURGH","PA",15221,"40.44673500200000","-79.8917519990000"
19,"CLARION HOSPITAL","ONE HOSPITAL DRIVE","CLARION","PA",16214,"41.19198900000000","-79.3976640010000"
13,"SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET","700 EAST NORWEGIAN STREET","POTTSVILLE","PA",17901,"40.69087600200000","-76.1882400009999"
13,"KIRKBRIDE CENTER","111 NORTH 49TH STREET","PHILADELPHIA","PA",19139,"39.96100855400000","-75.2178198930000"
13,"JEANES HOSPITAL","7600 CENTRAL AVENUE","PHILADELPHIA","PA",19111,"40.07069916400010","-75.0878326800000"
13,"MERCY PHILADELPHIA HOSPITAL","501 SOUTH 54TH STREET","PHILADELPHIA","PA",19143,"39.95169918000000","-75.2295543399999"
19,"PENN HIGHLANDS DUBOIS","100 HOSPITAL AVENUE, PO BOX 447","DUBOIS","PA",15801,"41.11501819700000","-78.7752253920000"
18,"CHASE COUNTY COMMUNITY HOSPITAL","600 W 12TH ST","IMPERIAL","NE",69033,"40.52412928400000","-101.6506652540000"
12,"CRETE AREA MEDICAL CENTER","2910 BETTEN DR","CRETE","NE",68333,"40.64063772500000","-96.9355461340000"
12,"PROVIDENCE MEDICAL CENTER","1200 PROVIDENCE RD","WAYNE","NE",68787,"42.24191920200010","-97.0092309330000"
12,"SIGNATURE PSYCHIATRIC HOSPITAL LIBERTY","2525 GLENN HENDREN DR.","LIBERTY","MO",64068,"39.27450552000000","-94.4241041820000"
13,"EVANGELICAL COMMUNITY HOSPITAL","ONE HOSPITAL DRIVE","LEWISBURG","PA",17837,"40.97973500100010","-76.8866200010000"
13,"WILKES-BARRE GENERAL HOSPITAL","575 NORTH RIVER STREET","WILKES-BARRE","PA",18764,"41.25869143100000","-75.8670636740000"
13,"WESTFIELD HOSPITAL","4815 TILGHMAN STREET","ALLENTOWN","PA",18104,"40.59049117700000","-75.5633479479999"
13,"GOOD SHEPHERD REHABILITATION HOSPITAL","850 SOUTH 5TH STREET","ALLENTOWN","PA",18103,"40.59260848200010","-75.4638553540000"
13,"GEISINGER SHAMOKIN AREA COMMUNITY HOSPITAL","4200 HOSPITAL ROAD","COAL TOWNSHIP","PA",17866,"40.80586668100010","-76.5705049709999"
13,"HOLY REDEEMER HOSPITAL & MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","PA",19046,"40.10958307200010","-75.0823226059999"
13,"POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET","POTTSTOWN","PA",19464,"40.24261700100000","-75.6122170010000"
13,"SUBURBAN COMMUNITY HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","PA",19401,"40.13983992800010","-75.3159022490000"
13,"ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","ABINGTON","PA",19001,"40.11889494700010","-75.1209989730000"
13,"ALLIED SERVICES REHABILITATION HOSPITAL","475 MORGAN HIGHWAY, PO BOX 1103","SCRANTON","PA",18501,"41.45451120100010","-75.6777200239999"
13,"DIVINE PROVIDENCE HOSPITAL","1100 GRAMPIAN BOULEVARD","WILLIAMSPORT","PA",17701,"41.26004100100000","-76.9847690000000"
14,"FLORENCE HOSPITAL AT ANTHEM","4545 NORTH HUNT HIGHWAY","FLORENCE","AZ",85132,"33.07313487100000","-111.4856886680000"
12,"JEFFERSON COMMUNITY HEALTH CENTER","2200 H ST","FAIRBURY","NE",68352,"40.15554652300010","-97.1750039070000"
6,"SAINT CATHERINE REGIONAL HOSPITAL","2200 MARKET ST","CHARLESTOWN","IN",47111,"38.47393773600000","-85.6700367559999"
14,"ACUITY SPECIALTY HOSPITAL OF ARIZONA AT MESA","215 SOUTH POWER ROAD","MESA","AZ",85206,"33.41188487000010","-111.6819122680000"
14,"SIERRA TUCSON, INC.","39580 S. LAGO DEL ORO PRKWY","TUCSON","AZ",85739,"32.51677516900000","-110.8873002240000"
13,"HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET","CAMP HILL","PA",17011,"40.25407200000010","-76.9219501150000"
13,"DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVENUE","DREXEL HILL","PA",19026,"39.95475800100010","-75.2836040000000"
19,"SHRINERS HOSPITALS FOR CHILDREN - ERIE","1645 WEST 8TH STREET","ERIE","PA",16505,"42.11305200200010","-80.1200579990000"
13,"QUINCY MEDICAL CENTER","114 WHITWELL STREET","QUINCY","MA",2169,"42.25090000000010","-71.0137999999999"
6,"REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR","7970 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"41.04279026700000","-85.2482121890000"
14,"DOUGLAS COMMUNITY HOSPITAL, INC","2174 WEST OAK AVENUE","DOUGLAS","AZ",85607,"31.36458885500010","-109.5951136250000"
6,"PULASKI MEMORIAL HOSPITAL","616 E 13TH ST","WINAMAC","IN",46996,"41.05626756900010","-86.5959984949999"
13,"STURDY MEMORIAL HOSPITAL","211 PARK STREET","ATTLEBORO","MA",2703,"41.94200000000010","-71.2748000000000"
13,"MORTON HOSPITAL AND MEDICAL CENTER","88 WASHINGTON STREET","TAUNTON","MA",2780,"41.90620000000010","-71.0945000000000"
6,"MERCY HOSPITAL ANDERSON","7500 STATE ROAD","CINCINNATI","OH",45255,"39.08568550900000","-84.3489029330000"
13,"SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","FALL RIVER","MA",2721,"41.69260000000000","-71.1636999999999"
13,"FAIRVIEW HOSPITAL","29 LEWIS AVENUE","GREAT BARRINGTON","MA",1230,"42.19110000000010","-73.3719000000000"
13,"FALMOUTH HOSPITAL","100 TER HEUN DRIVE","FALMOUTH","MA",2540,"41.56420000000000","-70.6222999999999"
13,"ST JOSEPH MEDICAL CENTER-MAIN","2500 BERNVILLE RD","READING","PA",19605,"40.37514586000000","-75.9781827060000"
14,"ST JOSEPH'S WESTGATE MEDICAL CENTER","7300 NORTH 99TH AVENUE","GLENDALE","AZ",85305,"33.54242652100000","-112.2755318650000"
13,"TROY COMMUNITY HOSPITAL","275 GUTHRIE DRIVE","TROY","PA",16947,"41.79361104800010","-76.7942902530000"
13,"NANTUCKET COTTAGE HOSPITAL","57 PROSPECT STREET","NANTUCKET","MA",2554,"41.27520000000000","-70.1007999999999"
9,"SGMC BERRIEN CAMPUS","1221 E MCPHERSON AVENUE","NASHVILLE","GA",31639,"31.20307104000010","-83.2387072750000"
6,"ST VINCENT SALEM HOSPITAL INC","911 N SHELBY ST","SALEM","IN",47167,"38.61326882500000","-86.1070791150000"
6,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"41.51274914900010","-87.2607914950000"
6,"SYCAMORE SPRINGS","833 PARK EAST BLVD","LAFAYETTE","IN",47905,"40.40667180000000","-86.8274464640000"
9,"MIDTOWN MEDICAL CENTER WEST","616 19TH STREET","COLUMBUS","GA",31901,"32.48010887300010","-84.9850937680000"
9,"COLUMBUS SPECIALTY HOSPITAL","616 19TH STREET","COLUMBUS","GA",31901,"32.48021092900010","-84.9846184820000"
14,"WESTERN REGIONAL MEDICAL CENTER CANCER HOSPITAL","14200 WEST CELEBRATE LIFE WAY","GOODYEAR","AZ",85338,"33.45386358100010","-112.3644018660000"
13,"PARKVIEW ADVENTIST MEDICAL CENTER : PARKVIEW MEMORIAL HOSPITAL","329 MAINE STREET","BRUNSWICK","ME",4011,"43.89559117400010","-69.9681200589999"
19,"PIKE COMMUNITY HOSPITAL","100 DAWN LANE","WAVERLY","OH",45690,"39.11633458200000","-83.0041865040000"
9,"MOUNTAIN LAKES MEDICAL CENTER","196 RIDGECREST CIRCLE","CLAYTON","GA",30525,"34.88366763100000","-83.4146901430000"
9,"LIFEBRIGHT COMMUNITY HOSPITAL OF EARLY","11740 COLUMBIA STREET","BLAKELY","GA",39823,"31.37366986200000","-84.9460124870000"
9,"POLK MEDICAL CENTER","2360 ROCKMART HWY","CEDARTOWN","GA",30125,"34.01381686600010","-85.1962715790000"
9,"SELECT SPECIALTY HOSPITAL - NORTHEAST ATLANTA","1821 CLIFTON ROAD NE","ATLANTA","GA",30329,"33.80481896400000","-84.3311720170000"
13,"SOUTHERN MAINE MEDICAL CENTER","1 MEDICAL CENTER DRIVE","BIDDEFORD","ME",4005,"43.47751067700010","-70.4903777400000"
13,"BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS","330 BROOKLINE AVENUE","BOSTON","MA",2215,"42.33950000000000","-71.1050999999999"
12,"LEWIS AND CLARK SPECIALTY HOSPITAL","2601 FOX RUN PARKWAY","YANKTON","SD",57078,"42.90090440600010","-97.4008883310000"
18,"HOPI HEALTH CARE CENTER/DHHS IHS PHOENIX AREA","HWY 264, MILE MARKER 388","POLACCA","AZ",86042,"35.80210604400000","-110.4265836610000"
14,"WHITERIVER INDIAN HOSPITAL","HWY 73 MILE POST 342","WHITERIVER","AZ",85941,"33.87657404700010","-109.9598484180000"
13,"BOSTON MEDICAL CENTER - MENINO CAMPUS","818 HARRISON AVENUE","BOSTON","MA",2118,"42.33470000000010","-71.0732000000000"
13,"MASSACHUSETTS EYE AND EAR INFIRMARY","243 CHARLES STREET","BOSTON","MA",2114,"42.36290000000000","-71.0701000000000"
13,"BOSTON CHILDREN'S HOSPITAL","300 LONGWOOD AVENUE","BOSTON","MA",2115,"42.33720000000010","-71.1064000000000"
13,"HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS","275 NICHOLS ROAD","FITCHBURG","MA",1420,"42.59770000000000","-71.8060000000000"
13,"HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS","60 HOSPITAL ROAD","LEOMINSTER","MA",1453,"42.54110000000000","-71.7624000000000"
13,"MELROSEWKFLD HEALTHCARE MELROSE-WAKEFIELD HOSPITAL CAMPUS","585 LEBANON STREET","MELROSE","MA",2176,"42.46050000000000","-71.0608999999999"
13,"MARLBOROUGH HOSPITAL","157 UNION STREET","MARLBOROUGH","MA",1752,"42.35530000000010","-71.5545999999999"
13,"METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS","115 LINCOLN STREET","FRAMINGHAM","MA",1701,"42.28520000000000","-71.4186000000000"
18,"SPEARFISH REGIONAL SURGERY CENTER","1316 NORTH 10TH STREET","SPEARFISH","SD",57783,"44.49779813100000","-103.8557619740000"
13,"BAYSTATE MARY LANE HOSPITAL","85 SOUTH STREET","WARE","MA",1082,"42.25360000000010","-72.2428000000000"
12,"DUNES SURGICAL HOSPITAL","600 NORTH SIOUX POINT ROAD","DAKOTA DUNES","SD",57049,"42.50558245200010","-96.4957456480000"
6,"ST VINCENT JENNINGS HOSPITAL INC","301 HENRY ST","NORTH VERNON","IN",47265,"39.01023019800000","-85.6409883740000"
18,"SAME DAY SURGERY CENTER LIMITED LIABILITY PARTNERSHIP","651 CATHEDRAL DRIVE","RAPID CITY","SD",57701,"44.05868632200000","-103.2288712740000"
13,"ST. MARY'S HEALTHCARE","427 GUY PARK AVE","AMSTERDAM","NY",12010,"42.95441745300010","-74.2160640000000"
19,"POPLAR SPRINGS HOSPITAL","350 POPLAR DRIVE","PETERSBURG","VA",23805,"37.18733522700010","-77.3593966410000"
6,"COMMUNITY HOSPITALS AND WELLNESS CENTERS MONTPELIER","909 EAST SNYDER AVENUE","MONTPELIER","OH",43543,"41.59013352200000","-84.5953124709999"
12,"GLACIAL RIDGE HOSPITAL","10 FOURTH AVENUE SOUTHEAST","GLENWOOD","MN",56334,"45.64632864200010","-95.3892023060000"
13,"REDINGTON-FAIRVIEW GENERAL HOSPITAL","46 FAIRVIEW AVENUE","SKOWHEGAN","ME",4976,"44.75891110100010","-69.7130943879999"
12,"SELECT SPECIALTY HOSPITAL - SIOUX FALLS","1305 WEST 18TH STREET","SIOUX FALLS","SD",57105,"43.53540196800000","-96.7432289719999"
12,"MAYO CLINIC HEALTH SYS CF","1116 WEST MILL STREET","CANNON FALLS","MN",55009,"44.50825158900010","-92.9164368629999"
4,"ROSEBURG VA MEDICAL CENTER","913 NW GARDEN VALLEY BLVD","ROSEBURG","OR",97471,"43.22417055500010","-123.3671826600000"
18,"TETON VALLEY HEALTH CARE","120 EAST HOWARD","DRIGGS","ID",83422,"43.72698338400010","-111.1082220570000"
4,"INTERMOUNTAIN HOSPITAL","303 NORTH ALLUMBAUGH STREET","BOISE","ID",83704,"43.60707274300010","-116.2669172520000"
13,"ARNOT OGDEN MEDICAL CENTER","600 ROE AVE","ELMIRA","NY",14905,"42.10014941900000","-76.8277598650000"
4,"NORTH CANYON MEDICAL CENTER","267 NORTH CANYON DRIVE","GOODING","ID",83330,"42.92099544900000","-114.7096574550000"
4,"VALOR HEALTH","1202 EAST LOCUST STREET","EMMETT","ID",83617,"43.87997922000010","-116.4849029420000"
18,"FRANKLIN COUNTY MEDICAL CENTER","44 NORTH FIRST EAST STREET","PRESTON","ID",83263,"42.09765062600010","-111.8729767530000"
19,"MEMORIAL HOSPITAL OF MARTINSVILLE AND HENRY COUNTY","320 HOSPITAL DRIVE","MARTINSVILLE","VA",24115,"36.69924359200010","-79.8671804710000"
19,"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","WILLIAMSBURG","VA",23188,"37.33632097800010","-76.7408917960000"
13,"DELAWARE VALLEY HOSPITAL","1 TITUS PL","WALTON","NY",13856,"42.16427478800010","-75.1287176320000"
19,"INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","ALEXANDRIA","VA",22306,"38.73973006900010","-77.0770460980000"
19,"RIVERSIDE TAPPAHANNOCK HOSPITAL","618 HOSPITAL ROAD","TAPPAHANNOCK","VA",22560,"37.90124598100000","-76.8788758169999"
19,"PIEDMONT GERIATRIC HOSPITAL","5001 E. PATRICK HENRY HIGHWAY","BURKEVILLE","VA",23922,"37.19230420100010","-78.1750963809999"
19,"PENN HIGHLANDS CLEARFIELD","809 TURNPIKE AVENUE, PO BOX 992","CLEARFIELD","PA",16830,"41.03289600000010","-78.4495039989999"
16,"BOLIVAR GENERAL HOSPITAL","650 NUCKOLLS ROAD","BOLIVAR","TN",38008,"35.26757248500010","-88.9992923910000"
19,"COMMONWEALTH CENTER FOR CHILDREN AND ADOLESCENTS","1355 RICHMOND RD","STAUNTON","VA",22401,"38.13184581400000","-79.0353305190000"
9,"LAKE CITY COMMUNITY HOSPITAL","258 N RON MCNAIR BLVD","LAKE CITY","SC",29560,"33.88069158700010","-79.7604378120000"
9,"WILLIAMSBURG REGIONAL HOSPITAL","500 NELSON BLVD","KINGSTREE","SC",29556,"33.66001829200010","-79.8186000890000"
9,"BARNWELL COUNTY HOSPITAL","811 REYNOLDS RD","BARNWELL","SC",29812,"33.25550555600010","-81.3613162870000"
9,"MOUNT PLEASANT HOSPITAL","3500 HWY 17 N","MOUNT PLEASANT","SC",29466,"32.87782930500000","-79.7691314159999"
9,"SUMMERVILLE MEDICAL CENTER","295 MIDLAND PKWY","SUMMERVILLE","SC",29485,"32.96587787800010","-80.1576070940000"
9,"PROVIDENCE HOSPITAL","2435 FOREST DR","COLUMBIA","SC",29204,"34.01416314400010","-81.0135355629999"
9,"VIBRA HOSPITAL OF CHARLESTON","1200 HOSPITAL DRIVE","MT PLEASANT","SC",29401,"32.81490162700000","-79.8557163800000"
9,"CAROLINA CENTER FOR BEHAVIORAL HEALTH","2700 E PHILLIPS RD","GREER","SC",29650,"34.86485711500010","-82.2291579840000"
19,"CHEROKEE MEDICAL CENTER","1530 N LIMESTONE ST","GAFFNEY","SC",29340,"35.08987929800000","-81.6343726730000"
9,"PRISMA HEALTH PATEWOOD HOSPITAL","175 PATEWOOD DR","GREENVILLE","SC",29615,"34.85151346400000","-82.3276080859999"
6,"MEDICAL CENTER AT ELIZABETH PLACE","ONE ELIZABETH PLACE","DAYTON","OH",45408,"39.74701760300010","-84.1992580990000"
9,"GREENWOOD REGIONAL REHABILITATION HOSPITAL","1530 PKWY","GREENWOOD","SC",29646,"34.16941166000000","-82.1567953639999"
12,"MARSHFIELD MEDICAL CENTER LADYSMITH","900 COLLEGE AVE WEST","LADYSMITH","WI",54848,"45.45466866500000","-91.1100498670000"
8,"HEALTHBRIDGE CHILDREN'S HOSPITAL - HOUSTON","2929 WOODLAND PARK DRIVE","HOUSTON","TX",77082,"29.73245014600010","-95.5799847219999"
19,"MCLEOD HEALTH CHERAW","711 CHESTERFIELD HWY","CHERAW","SC",29520,"34.69457605100010","-79.9197537140000"
12,"MARSHFIELD MEDICAL CTR NEILLSVILLE","216 SUNSET PLACE","NEILLSVILLE","WI",54456,"44.55788670900010","-90.6078749370000"
12,"MAYO CLINIC HEALTH SYSTEM- CHIPPEWA VALLEY INC","1501 THOMPSON ST","BLOOMER","WI",54724,"45.10167720800010","-91.5014832479999"
19,"AKRON GENERAL MEDICAL CENTER","1 AKRON GENERAL AVENUE","AKRON","OH",44307,"41.07812317200010","-81.5313967719999"
12,"MAYO CLINIC HEALTH SYSTEM-OAKRIDGE INC","13025 8TH ST, PO BOX 70","OSSEO","WI",54758,"44.57796682600010","-91.2131770160000"
13,"CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","MANCHESTER","NH",3102,"42.99156517700000","-71.4743109029999"
14,"ARROWHEAD REGIONAL MEDICAL CENTER","400 N. PEPPER AVENUE","COLTON","CA",92324,"34.07398950600000","-117.3510049450000"
8,"HAMILTON HOSPITAL","901 WEST HAMILTON","OLNEY","TX",76374,"33.36936481900010","-98.7643045880000"
8,"UT HEALTH EAST TEXAS PITTSBURG","2701 U.S. HWY. 271 NORTH","PITTSBURG","TX",75686,"33.03304598000010","-94.9590539890000"
12,"MAYO CLINIC HEALTH SYSTEM - NORTHLAND IN BARRON","1222 E WOODLAND AVE","BARRON","WI",54812,"45.39740961500010","-91.8395260930000"
8,"LITTLE RIVER HEALTHCARE","1700 BRAZOS STREET","ROCKDALE","TX",76567,"30.65097889400000","-97.0206665190000"
19,"CAMC WOMEN AND CHILDREN'S HOSPITAL","800 PENNSYLVANIA AVE","CHARLESTON","WV",25302,"38.35905560600000","-81.6380406790000"
19,"KENTUCKY RIVER MEDICAL CENTER","540 JETT DRIVE","JACKSON","KY",41339,"37.56588726900000","-83.3696206410000"
6,"ST MARGARETS HOSPITAL","600 E 1ST ST","SPRING VALLEY","IL",61362,"41.32874282800000","-89.1931172050000"
6,"BRECKINRIDGE MEMORIAL HOSPITAL","1011 OLD HWY 60","HARDINSBURG","KY",40143,"37.76657013700000","-86.4403904480000"
6,"LOGAN MEMORIAL HOSPITAL","1625 NASHVILLE STREET","RUSSELLVILLE","KY",42276,"36.81571000600010","-86.8815016330000"
6,"ST. ELIZABETH FT. THOMAS","85 NORTH GRAND AVENUE","FT. THOMAS","KY",41075,"39.07866072300000","-84.4676775070000"
6,"BAPTIST HEALTH PADUCAH","2501 KENTUCKY AVENUE","PADUCAH","KY",42003,"37.07375937900010","-88.6265971939999"
6,"ST ANTHONY HOSPITAL","2875 WEST 19TH STREET","CHICAGO","IL",60623,"41.85521453400000","-87.6982769630000"
6,"FAIRFIELD MEMORIAL HOSPITAL","303 N W 11TH STREET","FAIRFIELD","IL",62837,"38.38124819300000","-88.3752661100000"
18,"HEART OF THE ROCKIES REGIONAL MEDICAL CENTER","1000 RUSH DRIVE","SALIDA","CO",81201,"38.54321241000010","-106.0088467840000"
6,"SELECT SPECIALTY HOSPITAL - TOWN AND CO","3015 N. BALLAS RD.","ST. LOUIS","MO",63131,"38.63655770500000","-90.4462494200000"
14,"BALLARD REHABILITATION HOSP","1760 WEST 16TH STREET","SAN BERNARDINO","CA",92411,"34.12937190500000","-117.3254595890000"
14,"BEAR VALLEY COMMUNITY HOSPITAL","41870 GARSTIN DRIVE","BIG BEAR LAKE","CA",92315,"34.24640074600010","-116.8882076050000"
14,"CANYON RIDGE HOSPITAL","5353 G STREET","CHINO","CA",91710,"34.00908312900000","-117.6879939590000"
14,"MOUNTAINS COMMUNITY HOSPITAL","29101 HOSPITAL ROAD","LAKE ARROWHEAD","CA",92352,"34.26541221100010","-117.1682953650000"
14,"PATTON STATE HOSPITAL","3102 E. HIGHLAND AVENUE","PATTON","CA",92369,"34.13810097500000","-117.2175823600000"
14,"PALOMAR HEALTH DOWNTOWN CAMPUS","555 E. VALLEY PARKWAY","ESCONDIDO","CA",92025,"33.12508511800010","-117.0752946960000"
17,"SIERRA VISTA REGIONAL MEDICAL CENTER","1010 MURRAY STREET","SAN LUIS OBISPO","CA",93405,"35.29179678500000","-120.6660506800000"
14,"THOUSAND OAKS SURGICAL HOSPITAL","401 ROLLING OAKS DRIVE","THOUSAND OAKS","CA",91361,"34.17486097100000","-118.8693841870000"
17,"EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS","700 THIRD STREET","LOYALTON","CA",96118,"39.67952264100010","-120.2435848910000"
17,"NAPA STATE HOSPITAL","2100 NAPA-VALLEJO HIGHWAY","NAPA","CA",94558,"38.27803986800010","-122.2670334100000"
18,"KIT CARSON COUNTY MEMORIAL HOSPITAL","286 16TH STREET","BURLINGTON","CO",80807,"39.30319600000010","-102.2704920000000"
17,"SAN JOAQUIN COUNTY P.H.F.","1212 NORTH CALIFORNIA","STOCKTON","CA",95202,"37.96712977800010","-121.2876016030000"
17,"SAN JOAQUIN GENERAL HOSPITAL","500 WEST HOSPITAL ROAD","FRENCH CAMP","CA",95231,"37.88672574400000","-121.2826766040000"
14,"AURORA LAS ENCINAS HOSPITAL, LLC","2900 EAST DEL MAR BOULEVARD","PASADENA","CA",91107,"34.14164966300010","-118.0909705970000"
14,"BHC ALHAMBRA HOSPITAL","4619 ROSEMEAD BOULEVARD","ROSEMEAD","CA",91770,"34.08843640700010","-118.0740155440000"
14,"LA CASA PSYCHIATRIC HEALTH FACILITY","6060 PARAMOUNT BLVD.","LONG BEACH","CA",90805,"33.86508146000010","-118.1562741090000"
14,"MEMORIAL HOSPITAL OF GARDENA","1145 W. REDONDO BEACH BLVD.","GARDENA","CA",90247,"33.89296488300000","-118.2947834860000"
14,"RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA","150 MEDICAL PLAZA","LOS ANGELES","CA",90095,"34.06540385700000","-118.4465876930000"
14,"SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS","1711 WEST TEMPLE STREET","LOS ANGELES","CA",90026,"34.06966944500000","-118.2635258470000"
14,"SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS","7500 EAST HELLMAN AVENUE","ROSEMEAD","CA",91770,"34.06956606700000","-118.1056884460000"
14,"WHITTIER HOSPITAL MEDICAL CENTER","9080 COLIMA ROAD","WHITTIER","CA",90605,"33.95016302700000","-118.0039609850000"
14,"SOUTHERN INYO HOSPITAL","501 EAST LOCUST STREET","LONE PINE","CA",93545,"36.60910020100000","-118.0579118530000"
18,"NORTHERN COLORADO LONG TERM ACUTE HOSPITAL","4401A UNION STREET","JOHNSTOWN","CO",80534,"40.40647594600010","-104.9713014820000"
17,"MENDOCINO COAST DISTRICT HOSPITAL","700 RIVER DRIVE","FORT BRAGG","CA",95437,"39.43123374100000","-123.8008805670000"
17,"TELECARE EL DORADO COUNTY PHF","935-B SPRING STREET","PLACERVILLE","CA",95667,"38.73280884600010","-120.8020629040000"
14,"BAKERSFIELD HEART HOSPITAL","3001 SILLECT AVENUE","BAKERSFIELD","CA",93308,"35.38482960700000","-119.0399964010000"
17,"SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE","DAVIS","CA",95616,"38.56250391200010","-121.7707400180000"
17,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","4741 ENGLE ROAD","CARMICHAEL","CA",95608,"38.63349450000000","-121.3545543490000"
17,"SIERRA VISTA HOSPITAL","8001 BRUCEVILLE ROAD","SACRAMENTO","CA",95823,"38.46678028000010","-121.4171116670000"
18,"LINCOLN COMMUNITY HOSPITAL","111 6TH ST","HUGO","CO",80821,"39.13843588800010","-103.4737372010000"
18,"MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST","AURORA","CO",80012,"39.69006327600000","-104.8319208650000"
18,"PRESBYTERIAN ST LUKE'S MEDICAL CENTER","1719 E 19TH AVE","DENVER","CO",80218,"39.74722099400000","-104.9667885140000"
16,"GULFPORT BEHAVIORAL HEALTH SYSTEM","11150 US HIGHWAY 49 NORTH","GULFPORT","MS",39503,"30.44668800000010","-89.0982630000000"
9,"SOUTHWEST HOSPITAL AND MEDICAL CENTER","501 FAIRBURN ROAD SW","ATLANTA","GA",30331,"33.73990562900010","-84.5121876420000"
9,"THE GEORGIA CENTER FOR YOUTH","GOOSE HOLLOW ROAD","REYNOLDS","GA",31076,"32.54951357500000","-84.1531746460000"
9,"TIFT REGIONAL MEDICAL CENTER","901 EAST 18TH STREET","TIFTON","GA",31794,"31.47134617700000","-83.4914369560000"
9,"CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","CARTERSVILLE","GA",30120,"34.20049389200010","-84.7948335940000"
